outcome,feature_set,model,threshold,precision,recall,f1,accuracy,specificity,TP,FP,TN,FN
default,full,Logistic L1,0.7000000000000001,0.11213517665130568,0.4124293785310734,0.17632850241545892,0.8986476445237034,0.9117826617826618,73,578,5974,104
default,full,Logistic L1,0.71,0.11532385466034756,0.4124293785310734,0.18024691358024691,0.9013226333779165,0.9145299145299145,73,560,5992,104
default,full,Logistic L1,0.72,0.1157556270096463,0.4067796610169492,0.1802252816020025,0.902660127805023,0.916056166056166,72,550,6002,105
default,full,Logistic L1,0.73,0.11437908496732026,0.3954802259887006,0.1774397972116603,0.9035517907564274,0.9172771672771672,70,542,6010,107
default,full,Logistic L1,0.74,0.11824324324324324,0.3954802259887006,0.1820546163849155,0.9065240005944419,0.9203296703296703,70,522,6030,107
default,full,Logistic L1,0.75,0.12110726643598616,0.3954802259887006,0.18543046357615894,0.9086045474810521,0.9224664224664225,70,508,6044,107
default,full,Logistic L1,0.76,0.12164579606440072,0.384180790960452,0.1847826086956522,0.910833704859563,0.9250610500610501,68,491,6061,109
default,full,Logistic L1,0.77,0.12408759124087591,0.384180790960452,0.18758620689655175,0.9124684202704711,0.9267399267399268,68,480,6072,109
default,full,Logistic L1,0.78,0.12710280373831775,0.384180790960452,0.1910112359550562,0.9144003566651806,0.9287240537240538,68,467,6085,109
default,full,Logistic L1,0.79,0.127134724857685,0.3785310734463277,0.1903409090909091,0.9152920196165849,0.9297924297924298,67,460,6092,110
default,full,Logistic L1,0.8,0.12745098039215685,0.3672316384180791,0.18922852983988353,0.9172239560112944,0.9320818070818071,65,445,6107,112
default,full,Logistic L1,0.81,0.1267605633802817,0.3559322033898305,0.18694362017804156,0.918561450438401,0.9337606837606838,63,434,6118,114
default,full,Logistic L1,0.8200000000000001,0.12577319587628866,0.3446327683615819,0.18429003021148035,0.9197503343736068,0.9352869352869353,61,424,6128,116
default,full,Logistic L1,0.8300000000000001,0.1276595744680851,0.3389830508474576,0.18547140649149924,0.9216822707683162,0.9374236874236874,60,410,6142,117
default,full,Logistic L1,0.84,0.12747252747252746,0.327683615819209,0.18354430379746833,0.9233169861792243,0.9394078144078144,58,397,6155,119
default,full,Logistic L1,0.85,0.12993039443155452,0.3163841807909605,0.18421052631578946,0.9262891960172388,0.9427655677655677,56,375,6177,121
default,full,Logistic L1,0.86,0.13580246913580246,0.3107344632768362,0.18900343642611683,0.9298558478228562,0.9465811965811965,55,350,6202,122
default,full,Logistic L1,0.87,0.13402061855670103,0.2937853107344633,0.184070796460177,0.9314905632337643,0.9487179487179487,52,336,6216,125
default,full,Logistic L1,0.88,0.13736263736263737,0.2824858757062147,0.18484288354898337,0.9344627730717788,0.952075702075702,50,314,6238,127
default,full,Logistic L1,0.89,0.14029850746268657,0.2655367231638418,0.18359375,0.9378808143854956,0.9560439560439561,47,288,6264,130
default,full,Logistic L1,0.9,0.140625,0.2542372881355932,0.18108651911468815,0.9395155297964036,0.9580280830280831,45,275,6277,132
default,full,Logistic L1,0.91,0.1414790996784566,0.24858757062146894,0.18032786885245902,0.9405558032397088,0.9592490842490843,44,267,6285,133
default,full,Logistic L1,0.92,0.1368421052631579,0.22033898305084745,0.16883116883116883,0.9429335711101203,0.9624542124542125,39,246,6306,138
default,full,Logistic L1,0.93,0.1417624521072797,0.20903954802259886,0.1689497716894977,0.9459057809481349,0.9658119658119658,37,224,6328,140
default,full,Logistic L1,0.9400000000000001,0.14767932489451477,0.1977401129943503,0.16908212560386474,0.9488779907861495,0.9691697191697192,35,202,6350,142
default,full,Logistic L1,0.9500000000000001,0.14563106796116504,0.1694915254237288,0.1566579634464752,0.9519988111160648,0.9731379731379731,30,176,6376,147
default,full,Logistic L1,0.96,0.15976331360946747,0.15254237288135594,0.15606936416184972,0.9566057363649874,0.9783272283272283,27,142,6410,150
default,full,Logistic L1,0.97,0.18110236220472442,0.12994350282485875,0.1513157894736842,0.9616584930896122,0.9841269841269841,23,104,6448,154
default,full,Logistic L1,0.98,0.175,0.07909604519774012,0.10894941634241245,0.9659681973547333,0.98992673992674,14,66,6486,163
default,full,Logistic L1,0.99,0.21052631578947367,0.04519774011299435,0.07441860465116278,0.9704265121117551,0.9954212454212454,8,30,6522,169
