outcome,feature_set,model,fpr,tpr,threshold,auc
high_debt_burden,app,"Logistic (app, calibrated)",0.10369181380417336,0.2331065759637188,0.5898857921779033,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10369181380417336,0.23401360544217686,0.5897136981438703,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.1043338683788122,0.23401360544217686,0.589214406260236,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.1043338683788122,0.236281179138322,0.5892059610729536,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10497592295345104,0.236281179138322,0.5888269365836332,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10497592295345104,0.23718820861678006,0.5883866382373844,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10529695024077046,0.23718820861678006,0.588279227155825,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10529695024077046,0.23764172335600908,0.5880797070444924,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10593900481540931,0.23764172335600908,0.5878637087018715,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10626003210272873,0.23764172335600908,0.5878143742440678,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10722311396468699,0.2399092970521542,0.5877601693362697,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10786516853932585,0.24126984126984127,0.5872484295405406,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10850722311396468,0.2417233560090703,0.5869897959183673,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10914927768860354,0.2453514739229025,0.5868946037997179,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10914927768860354,0.24580498866213152,0.5868628957731997,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10947030497592296,0.24580498866213152,0.5865791147054111,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11107544141252007,0.2471655328798186,0.5858036475971394,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11107544141252007,0.24852607709750568,0.5856112606171896,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11139646869983949,0.24852607709750568,0.5855783597980058,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11139646869983949,0.24897959183673468,0.585429887385897,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11171749598715891,0.2507936507936508,0.585324026162189,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11171749598715891,0.25124716553287985,0.5849683145174583,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11235955056179775,0.25124716553287985,0.5846186856658304,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11235955056179775,0.25170068027210885,0.5843737655647236,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11268057784911717,0.25170068027210885,0.5841826891886182,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11268057784911717,0.25215419501133784,0.5841167025655796,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11332263242375602,0.25351473922902495,0.5836310186588431,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11332263242375602,0.25396825396825395,0.5826621639267,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11364365971107544,0.254875283446712,0.5826173730873354,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11364365971107544,0.25578231292517006,0.5821226872997656,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11396468699839486,0.25578231292517006,0.5821189050414664,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.1146067415730337,0.25578231292517006,0.582014410924715,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11492776886035314,0.25578231292517006,0.580824026162189,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11492776886035314,0.2566893424036281,0.5807899656456852,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11524879614767256,0.2571428571428571,0.5803734094975914,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11556982343499198,0.2571428571428571,0.5803531939091425,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11556982343499198,0.25804988662131517,0.5803170721840647,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11556982343499198,0.26031746031746034,0.5797194291388627,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.11621187800963081,0.26031746031746034,0.579632468124949,0.6700771994190935
